POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
442-00360,-,0,Grey,SS,N,N,SFMTA,ON,0,36,GOLDEN GATE AVE,6259000,Area 2,,"(37.7822044984, -122.4117129014)"
606-06240,-,0,Grey,SS,N,N,SFMTA,ON,0,624,PINE ST,10465000,Area 2,,"(37.7914472007, -122.4066154973)"
606-06400,-,0,Grey,SS,N,N,SFMTA,ON,0,640,PINE ST,10465000,Area 2,,"(37.7913954006, -122.4070258026)"
614-05360,-,0,Grey,SS,N,N,SFMTA,ON,0,536,POST ST,10630000,Area 1,,"(37.7879653973, -122.4113954005)"
401-01450,-,0,Grey,SS,N,N,SFMTA,ON,0,145,ELLIS ST,5171000,Area 1,,"(37.7852512979, -122.4092974995)"
401-02050,-,0,Red,SS,N,N,SFMTA,ON,0,205,ELLIS ST,5172000,Area 1,,"(37.7851774366, -122.4098145568)"
681-01250,-,0,Grey,SS,N,N,SFMTA,ON,0,125,TAYLOR ST,12427000,Area 1,,"(37.7839214978, -122.4109943991)"
593-02440,-,0,Yellow,SS,N,N,SFMTA,ON,0,244,OFARRELL ST,9725000,Area 1,,"(37.7863077027, -122.4093858001)"
593-04120,-,0,Yellow,SS,N,N,SFMTA,ON,0,412,OFARRELL ST,9727000,Area 2,,"(37.7860006009, -122.4118176975)"
502-06261,502-06260,1,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2,,"(37.7874469989, -122.4132292994)"
203-00600,-,0,Yellow,SS,N,N,SFMTA,ON,0,60,03RD ST,165000,Area 5,Downtown,"(37.7862971974, -122.4022194014)"
336-03330,-,0,Yellow,SS,N,N,SFMTA,ON,0,333,BUSH ST,3425000,Area 5,Downtown,"(37.7907824990, -122.4034092014)"
336-03450,-,0,Red,SS,N,N,SFMTA,ON,0,345,BUSH ST,3426000,Area 5,Downtown,"(37.7907304977, -122.4038170983)"
661-01580,-,0,Yellow,SS,N,N,SFMTA,ON,0,158,STEVENSON ST,12167000,Area 5,Downtown,"(37.7874877014, -122.4025177022)"
661-01680,-,0,Yellow,SS,N,N,SFMTA,ON,0,168,STEVENSON ST,12167000,Area 5,Downtown,"(37.7873299987, -122.4027172976)"
444-00290,-,0,Yellow,SS,N,N,SFMTA,ON,0,29,GRANT AVE,6381000,Area 5,Downtown,"(37.7875973982, -122.4050767978)"
336-07180,-,0,Grey,SS,N,N,SFMTA,ON,0,718,BUSH ST,3437000,Area 1,,"(37.7901468993, -122.4094023013)"
593-00310,-,0,Red,SS,N,N,SFMTA,ON,0,31,OFARRELL ST,9721000,Area 5,Downtown,"(37.7866270979, -122.4060047974)"
336-07330,-,0,Grey,SS,N,N,SFMTA,ON,0,733,BUSH ST,3437000,Area 1,,"(37.7899506007, -122.4098832996)"
336-07440,-,0,Yellow,SS,N,N,SFMTA,ON,0,744,BUSH ST,3437000,Area 1,,"(37.7900461991, -122.4102065002)"
336-08180,-,0,Grey,SS,N,N,SFMTA,ON,0,818,BUSH ST,3438000,Area 1,,"(37.7899383017, -122.4110659023)"
336-08430,-,0,Red,SS,N,N,SFMTA,ON,0,843,BUSH ST,3438000,Area 1,,"(37.7897062012, -122.4118368977)"
562-05130,-,0,Yellow,SS,N,N,SFMTA,ON,0,513,MASON ST,8806000,Area 1,,"(37.7884946977, -122.4102040974)"
580-01150,-,0,Grey,SS,Y,N,SFMTA,ON,0,115,NATOMA ST,9508000,Area 5,Downtown,"(37.7868273974, -122.3992033021)"
568-06460,-,0,Grey,SS,Y,N,SFMTA,ON,0,646,MISSION ST,9093000,Area 5,Downtown,"(37.7872366019, -122.4008956977)"
568-11170,-,0,Grey,SS,N,N,SFMTA,ON,0,1117,MISSION ST,9101000,Area 2,,"(37.7788081010, -122.4113105980)"
400-02070,-,0,Grey,SS,N,N,SFMTA,ON,0,207,EDDY ST,5060000,Area 2,,"(37.7840410014, -122.4112956000)"
400-03190,-,0,Yellow,SS,N,N,SFMTA,ON,0,319,EDDY ST,5061001,Area 2,,"(37.7837910027, -122.4132682976)"
206-01290,-,0,Yellow,SS,N,N,SFMTA,ON,0,129,06TH ST,330000,Area 2,,"(37.7804366629, -122.4078818902)"
401-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,ELLIS ST,5173000,Area 2,,"(37.7849639998, -122.4115367026)"
206-02570,-,0,Grey,SS,N,N,SFMTA,ON,0,257,06TH ST,334000,Area 2,,"(37.7787558024, -122.4057765193)"
470-09270,-,0,Grey,SS,N,N,SFMTA,ON,0,927,HOWARD ST,7041000,Area 2,,"(37.7808729996, -122.4055781026)"
442-00270,-,0,Grey,SS,N,N,SFMTA,ON,0,27,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821029992, -122.4114477986)"
470-09440,-,0,Grey,SS,N,N,SFMTA,ON,0,944,HOWARD ST,7042000,Area 2,,"(37.7807251987, -122.4060519987)"
666-07340,-,0,Grey,SS,N,N,SFMTA,ON,0,734,SUTTER ST,12325000,Area 2,,"(37.7887196009, -122.4130682998)"
666-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,SUTTER ST,12325000,Area 2,,"(37.7886852016, -122.4133397003)"
666-01280,-,0,Yellow,SS,N,N,SFMTA,ON,0,128,SUTTER ST,12318002,Area 5,Downtown,"(37.7899623019, -122.4032091980)"
681-05280,-,0,Yellow,SS,N,N,SFMTA,ON,0,528,TAYLOR ST,12433000,Area 1,,"(37.7876901020, -122.4115815011)"
336-08270,-,0,Red,SS,N,N,SFMTA,ON,0,827,BUSH ST,3438000,Area 1,,"(37.7897726026, -122.4113066976)"
472-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,HYDE ST,7117000,Area 3,,"(37.7842117016, -122.4160963015)"
520-00055,520-00050,5,Yellow,MS,N,N,SFMTA,ON,0,9,KEARNY ST,7747000,Area 5,Downtown,"(37.7883557984, -122.4036481974)"
418-07620,-,0,Green,SS,N,N,SFMTA,ON,0,762,FOLSOM ST,5663000,Area 5,South Embarcadero,"(37.7824853984, -122.4007276014)"
336-07030,-,0,Yellow,SS,N,N,SFMTA,ON,0,703,BUSH ST,3437000,Area 1,,"(37.7900705011, -122.4089261980)"
202-00131,202-00130,1,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,Area 5,Downtown,"(37.7890441985, -122.4009704978)"
205-01620,-,0,Grey,SS,N,N,SFMTA,ON,0,162,05TH ST,295000,Area 5,Downtown,"(37.7815427975, -122.4051409976)"
546-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,LEAVENWORTH ST,8241000,Area 3,,"(37.7845349972, -122.4144788009)"
614-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,POST ST,10635000,Area 3,,"(37.7875485987, -122.4137274974)"
472-00830,-,0,Grey,SS,N,N,SFMTA,ON,0,83,HYDE ST,7114000,Area 5,Civic Center,"(37.7813646988, -122.4155253989)"
472-01150,-,0,Green,SS,N,N,SFMTA,ON,0,115,HYDE ST,7115000,Area 5,Civic Center,"(37.7820804016, -122.4156692994)"
472-02240,-,0,Grey,SS,N,N,SFMTA,ON,0,224,HYDE ST,7116000,Area 5,Civic Center,"(37.7832413007, -122.4157423002)"
418-08290,-,0,Grey,SS,N,N,SFMTA,ON,0,829,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7813960974, -122.4017997027)"
563-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,MCALLISTER ST,8890000,Area 2,,"(37.7807622065, -122.4145010188)"
681-04090,-,0,Yellow,SS,N,N,SFMTA,ON,0,409,TAYLOR ST,12430000,Area 1,,"(37.7863389001, -122.4114792978)"
336-08140,-,0,Red,SS,N,N,SFMTA,ON,0,814,BUSH ST,3438000,Area 1,,"(37.7899484997, -122.4109844972)"
666-05230,-,0,Grey,SS,N,N,SFMTA,ON,0,523,SUTTER ST,12323000,Area 1,,"(37.7890516025, -122.4094702003)"
666-05330,-,0,Red,SS,N,N,SFMTA,ON,0,533,SUTTER ST,12323000,Area 1,,"(37.7890049991, -122.4098379982)"
336-04150,-,0,Red,SS,N,N,SFMTA,ON,0,415,BUSH ST,3429000,Area 5,Downtown,"(37.7906188005, -122.4045924020)"
681-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,TAYLOR ST,12435000,Area 1,,"(37.7882848986, -122.4117109009)"
570-01160,-,0,Yellow,SS,N,N,SFMTA,ON,0,116,MINNA ST,9040000,Area 5,Downtown,"(37.7872572103, -122.3997137879)"
401-05080,-,0,Grey,SS,N,N,SFMTA,ON,0,508,ELLIS ST,5176000,Area 3,,"(37.7846671106, -122.4148481360)"
444-01110,444-01001,11,Yellow,MS,Y,N,SFMTA,ON,0,111,GRANT AVE,6382000,Area 5,Downtown,"(37.7881541018, -122.4051848014)"
444-02490,444-02007,49,Yellow,MS,Y,N,SFMTA,ON,0,249,GRANT AVE,6385000,Area 5,Downtown,"(37.7892407988, -122.4053937008)"
614-01260,-,0,Yellow,SS,N,N,SFMTA,ON,0,126,POST ST,10626000,Area 5,Downtown,"(37.7888216981, -122.4046565012)"
614-01270,-,0,Yellow,SS,N,N,SFMTA,ON,0,127,POST ST,10626000,Area 5,Downtown,"(37.7887092018, -122.4046932978)"
562-01280,-,0,Red,SS,N,N,SFMTA,ON,0,128,MASON ST,8800000,Area 1,,"(37.7851437022, -122.4094015022)"
562-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,MASON ST,8801000,Area 1,,"(37.7853966121, -122.4094518607)"
203-03030,-,0,Red,SS,Y,N,SFMTA,ON,0,303,03RD ST,170000,Area 5,South Embarcadero,"(37.7837476012, -122.3987316021)"
440-03350,-,0,Red,SS,N,N,SFMTA,ON,0,335,GEARY ST,6110000,Area 1,,"(37.7871501007, -122.4094171987)"
418-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7833049026, -122.3996904024)"
418-07430,-,0,Grey,SS,N,N,SFMTA,ON,0,743,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7827166998, -122.4001283010)"
418-07610,-,0,Green,SS,N,N,SFMTA,ON,0,761,FOLSOM ST,5663000,Area 5,South Embarcadero,"(37.7823892021, -122.4005427972)"
520-02173,520-02170,3,Red,MS,N,N,SFMTA,ON,0,217,KEARNY ST,7752000,Area 5,Downtown,"(37.7904159025, -122.4040468016)"
401-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,ELLIS ST,5174000,Area 3,,"(37.7847276112, -122.4133818338)"
546-05110,-,0,Grey,SS,N,N,SFMTA,ON,0,511,LEAVENWORTH ST,8243000,Area 3,,"(37.7860293006, -122.4147877020)"
546-04210,-,0,Grey,SS,N,N,SFMTA,ON,0,421,LEAVENWORTH ST,8242000,Area 3,,"(37.7853387994, -122.4146478024)"
666-08070,-,0,Grey,SS,N,N,SFMTA,ON,0,807,SUTTER ST,12326000,Area 3,,"(37.7884911996, -122.4138953981)"
686-00075,686-00070,5,Yellow,MS,N,N,SFMTA,ON,0,11,TURK ST,12716000,Area 1,,"(37.7832984988, -122.4096140002)"
563-01260,-,0,Yellow,SS,N,N,SFMTA,ON,0,126,MCALLISTER ST,8890000,Area 2,,"(37.7808668976, -122.4146578998)"
686-01300,-,0,Grey,SS,N,N,SFMTA,ON,0,130,TURK ST,12717000,Area 2,,"(37.7831407011, -122.4118280017)"
686-02330,-,0,Grey,SS,N,N,SFMTA,ON,0,233,TURK ST,12718000,Area 2,,"(37.7828080011, -122.4134609026)"
502-06180,-,0,Grey,SS,N,N,SFMTA,ON,0,618,JONES ST,7571000,Area 2,,"(37.7872181003, -122.4131827016)"
502-06220,-,0,Grey,SS,N,N,SFMTA,ON,0,622,JONES ST,7571000,Area 2,,"(37.7873260983, -122.4132047013)"
502-07270,-,0,Grey,SS,N,N,SFMTA,ON,0,727,JONES ST,7574000,Area 2,,"(37.7883711987, -122.4135763996)"
502-07280,-,0,Grey,SS,N,N,SFMTA,ON,0,728,JONES ST,7574000,Area 2,,"(37.7884153993, -122.4134310016)"
502-08130,-,0,Grey,SS,N,N,SFMTA,ON,0,813,JONES ST,7575000,Area 2,,"(37.7890094974, -122.4136996974)"
614-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,POST ST,10631000,Area 2,,"(37.7877700989, -122.4119678007)"
666-02190,-,0,Grey,SS,N,N,SFMTA,ON,0,219,SUTTER ST,12320000,Area 5,Downtown,"(37.7896950980, -122.4044689980)"
401-05400,-,0,Grey,SS,N,N,SFMTA,ON,0,540,ELLIS ST,5176000,Area 3,,"(37.7845294071, -122.4159278313)"
472-04060,-,0,Grey,SS,Y,N,SFMTA,ON,0,406,HYDE ST,7118000,Area 3,,"(37.7846832004, -122.4160419979)"
472-05080,-,0,Grey,SS,Y,N,SFMTA,ON,0,508,HYDE ST,7119000,Area 3,,"(37.7856820998, -122.4162435995)"
472-05160,-,0,Grey,SS,Y,N,SFMTA,ON,0,516,HYDE ST,7120000,Area 3,,"(37.7859089979, -122.4162885991)"
546-05090,-,0,Grey,SS,N,N,SFMTA,ON,0,509,LEAVENWORTH ST,8243000,Area 3,,"(37.7859712978, -122.4147761014)"
686-01080,-,0,Grey,SS,N,N,SFMTA,ON,0,108,TURK ST,12717000,Area 2,,"(37.7832261016, -122.4111648982)"
686-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,TURK ST,12717000,Area 2,,"(37.7830371008, -122.4116653984)"
681-06230,-,0,Grey,SS,N,N,SFMTA,ON,0,623,TAYLOR ST,12436000,Area 1,,"(37.7885566008, -122.4119045005)"
582-01150,-,0,Red,SS,N,N,SFMTA,ON,0,115,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7870982000, -122.3999905975)"
582-01230,-,0,Yellow,SS,N,N,SFMTA,ON,0,123,NEW MONTGOMERY ST,9545000,Area 5,Downtown,"(37.7869050027, -122.3997498021)"
582-01300,-,0,Red,SS,N,N,SFMTA,ON,0,130,NEW MONTGOMERY ST,9545000,Area 5,Downtown,"(37.7866797027, -122.3996555001)"
563-00470,-,0,Yellow,SS,N,N,SFMTA,ON,0,47,MCALLISTER ST,8889000,Area 2,,"(37.7808901993, -122.4135405977)"
686-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,TURK ST,12717000,Area 2,,"(37.7832349026, -122.4110963007)"
440-05190,-,0,Grey,SS,N,N,SFMTA,ON,0,519,GEARY ST,6112000,Area 2,,"(37.7867819005, -122.4122796019)"
440-05850,-,0,Red,SS,N,N,SFMTA,ON,0,585,GEARY ST,6113000,Area 2,,"(37.7867487025, -122.4125424975)"
440-05890,-,0,Grey,SS,N,N,SFMTA,ON,0,589,GEARY ST,6113000,Area 2,,"(37.7867317990, -122.4126762000)"
440-07070,-,0,Yellow,SS,N,N,SFMTA,ON,0,707,GEARY ST,6115000,Area 3,,"(37.7864108001, -122.4151734986)"
203-00120,-,0,Red,SS,N,N,SFMTA,ON,0,12,03RD ST,163000,Area 5,Downtown,"(37.7871530008, -122.4032937993)"
401-04290,-,0,Grey,SS,N,N,SFMTA,ON,0,429,ELLIS ST,5174000,Area 3,,"(37.7846532078, -122.4139663319)"
401-05170,-,0,Grey,SS,N,N,SFMTA,ON,0,517,ELLIS ST,5176000,Area 3,,"(37.7845062071, -122.4151342157)"
472-04120,-,0,Grey,SS,Y,N,SFMTA,ON,0,412,HYDE ST,7118000,Area 3,,"(37.7848570020, -122.4160772019)"
472-04040,-,0,Grey,SS,Y,N,SFMTA,ON,0,404,HYDE ST,7118000,Area 3,,"(37.7846266002, -122.4160304979)"
546-05250,-,0,Grey,SS,N,N,SFMTA,ON,0,525,LEAVENWORTH ST,8243000,Area 3,,"(37.7863691979, -122.4148559027)"
463-00220,-,0,Grey,SS,Y,N,SFMTA,ON,0,22,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7853419007, -122.3987434988)"
206-00090,-,0,Grey,SS,N,N,SFMTA,ON,0,9,06TH ST,326000,Area 1,,"(37.7820171515, -122.4098706458)"
568-09750,-,0,Grey,SS,N,N,SFMTA,ON,0,975,MISSION ST,9099000,Area 2,,"(37.7813345016, -122.4081101974)"
681-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,TAYLOR ST,12436000,Area 1,,"(37.7886649006, -122.4119268020)"
470-06440,-,0,Grey,SS,Y,N,SFMTA,ON,0,644,HOWARD ST,7036000,Area 5,Downtown,"(37.7860050992, -122.3993694984)"
686-02230,-,0,Green,SS,N,N,SFMTA,ON,0,223,TURK ST,12718000,Area 2,,"(37.7828440991, -122.4131754988)"
502-05250,-,0,Grey,SS,N,N,SFMTA,ON,0,525,JONES ST,7570000,Area 2,,"(37.7864754022, -122.4131905024)"
205-03280,-,0,Grey,SS,N,N,SFMTA,ON,0,328,05TH ST,300002,Area 5,South Embarcadero,"(37.7796290972, -122.4027461984)"
401-06060,-,0,Green,SS,N,N,SFMTA,ON,0,606,ELLIS ST,5177000,Area 3,,"(37.7844717977, -122.4163943005)"
401-06100,-,0,Grey,SS,N,N,SFMTA,ON,0,610,ELLIS ST,5177000,Area 3,,"(37.7844555982, -122.4165204984)"
472-03010,-,0,Grey,SS,N,N,SFMTA,ON,0,301,HYDE ST,7117000,Area 3,,"(37.7836213027, -122.4159767979)"
442-03030,-,0,Grey,SS,N,N,SFMTA,ON,0,303,GOLDEN GATE AVE,6263000,Area 5,Civic Center,"(37.7815487989, -122.4157621988)"
472-01010,-,0,Grey,SS,N,N,SFMTA,ON,0,101,HYDE ST,7115000,Area 5,Civic Center,"(37.7817788989, -122.4156090000)"
666-07100,-,0,Yellow,SS,N,N,SFMTA,ON,0,710,SUTTER ST,12325000,Area 2,,"(37.7888077003, -122.4123736021)"
568-10010,-,0,Grey,SS,N,N,SFMTA,ON,0,1001,MISSION ST,9100000,Area 2,,"(37.7808102974, -122.4087773019)"
418-09700,-,0,Grey,SS,N,N,SFMTA,ON,0,970,FOLSOM ST,5666000,Area 2,,"(37.7789963026, -122.4051458982)"
614-08260,-,0,Grey,SS,N,N,SFMTA,ON,0,826,POST ST,10636000,Area 3,,"(37.7874125996, -122.4158622005)"
418-07170,-,0,Yellow,SS,N,N,SFMTA,ON,0,717,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7832851996, -122.3994087984)"
520-02032,520-02030,2,Red,MS,N,N,SFMTA,ON,0,203,KEARNY ST,7751000,Area 5,Downtown,"(37.7900350009, -122.4039683023)"
418-07550,-,0,Green,SS,N,N,SFMTA,ON,0,755,FOLSOM ST,5663000,Area 5,South Embarcadero,"(37.7824872983, -122.4004185998)"
593-02220,-,0,Yellow,SS,N,N,SFMTA,ON,0,222,OFARRELL ST,9723000,Area 1,,"(37.7863863976, -122.4087524020)"
336-05340,-,0,Grey,SS,N,N,SFMTA,ON,0,534,BUSH ST,3432000,Area 5,Downtown,"(37.7904964023, -122.4066177995)"
336-06460,-,0,Grey,SS,N,N,SFMTA,ON,0,646,BUSH ST,3436000,Area 5,Downtown,"(37.7902484992, -122.4085878988)"
614-02220,-,0,Grey,SS,N,N,SFMTA,ON,0,222,POST ST,10627000,Area 5,Downtown,"(37.7886416995, -122.4060507973)"
614-03080,-,0,Red,SS,N,N,SFMTA,ON,0,308,POST ST,10628000,Area 5,Downtown,"(37.7885051974, -122.4071455018)"
614-03100,-,0,Red,SS,N,N,SFMTA,ON,0,310,POST ST,10628000,Area 5,Downtown,"(37.7884955023, -122.4072226991)"
616-04080,-,0,Grey,SS,N,N,SFMTA,ON,0,408,POWELL ST,10679000,Area 5,Downtown,"(37.7886492991, -122.4084127002)"
664-03080,-,0,Yellow,SS,N,N,SFMTA,ON,0,308,STOCKTON ST,12198000,Area 5,Downtown,"(37.7887778998, -122.4067577996)"
666-07310,-,0,Yellow,SS,N,N,SFMTA,ON,0,731,SUTTER ST,12325000,Area 2,,"(37.7886166991, -122.4129021985)"
593-07060,-,0,Grey,SS,N,N,SFMTA,ON,0,706,OFARRELL ST,9733000,Area 3,,"(37.7854067990, -122.4165434984)"
418-08690,-,0,Grey,SS,N,N,SFMTA,ON,0,869,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7806067009, -122.4027987977)"
418-08760,-,0,Grey,SS,N,N,SFMTA,ON,0,876,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7805926026, -122.4031230991)"
614-07040,-,0,Grey,SS,N,N,SFMTA,ON,0,704,POST ST,10635000,Area 3,,"(37.7877055974, -122.4135616978)"
614-01360,-,0,Red,SS,N,N,SFMTA,ON,0,136,POST ST,10626000,Area 5,Downtown,"(37.7887748991, -122.4050207005)"
418-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7815117006, -122.4016533994)"
614-08150,-,0,Grey,SS,N,N,SFMTA,ON,0,815,POST ST,10636000,Area 3,,"(37.7873120000, -122.4155806021)"
336-07390,-,0,Grey,SS,N,N,SFMTA,ON,0,739,BUSH ST,3437000,Area 1,,"(37.7899328981, -122.4100250990)"
562-06140,-,0,Grey,SS,N,N,SFMTA,ON,0,614,MASON ST,8807000,Area 1,,"(37.7894023013, -122.4102539976)"
614-04180,-,0,Red,SS,N,N,SFMTA,ON,0,418,POST ST,10629000,Area 1,,"(37.7882591997, -122.4091580973)"
681-06210,-,0,Grey,SS,N,N,SFMTA,ON,0,621,TAYLOR ST,12436000,Area 1,,"(37.7885013026, -122.4118931011)"
681-07250,-,0,Grey,SS,N,N,SFMTA,ON,0,725,TAYLOR ST,12437000,Area 1,,"(37.7895553996, -122.4121110977)"
501-03930,-,0,Grey,SS,N,N,SFMTA,ON,0,393,JESSIE ST,7520002,Area 5,Downtown,"(37.7833453146, -122.4067287144)"
593-01220,-,0,Yellow,SS,N,N,SFMTA,ON,0,122,OFARRELL ST,9722000,Area 5,Downtown,"(37.7865883009, -122.4071607010)"
593-01460,-,0,Yellow,SS,N,N,SFMTA,ON,0,146,OFARRELL ST,9722000,Area 5,Downtown,"(37.7865069014, -122.4078042020)"
563-01330,-,0,Grey,SS,Y,N,SFMTA,ON,0,133,MCALLISTER ST,8890000,Area 2,,"(37.7807241069, -122.4148086349)"
686-01070,-,0,Yellow,SS,N,N,SFMTA,ON,0,107,TURK ST,12717000,Area 2,,"(37.7830991995, -122.4111835004)"
686-01120,-,0,Grey,SS,N,N,SFMTA,ON,0,112,TURK ST,12717000,Area 2,,"(37.7832163003, -122.4112406985)"
686-01150,-,0,Grey,SS,N,N,SFMTA,ON,0,115,TURK ST,12717000,Area 2,,"(37.7830745009, -122.4113756024)"
686-02430,-,0,Grey,SS,N,N,SFMTA,ON,0,243,TURK ST,12718000,Area 2,,"(37.7827660021, -122.4137928986)"
502-05240,-,0,Grey,SS,N,N,SFMTA,ON,0,524,JONES ST,7570000,Area 2,,"(37.7864396003, -122.4130246022)"
472-00561,472-00560,1,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,Area 5,Civic Center,"(37.7810017009, -122.4152936001)"
614-06420,-,0,Red,SS,N,N,SFMTA,ON,0,642,POST ST,10634000,Area 2,,"(37.7877619014, -122.4131067001)"
666-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,SUTTER ST,12325000,Area 2,,"(37.7887020995, -122.4132062995)"
336-05360,-,0,Grey,SS,N,N,SFMTA,ON,0,536,BUSH ST,3432000,Area 5,Downtown,"(37.7904884004, -122.4066802000)"
336-06060,-,0,Yellow,SS,N,N,SFMTA,ON,0,606,BUSH ST,3433000,Area 5,Downtown,"(37.7903985017, -122.4073901975)"
440-01090,-,0,Red,SS,N,N,SFMTA,ON,0,109,GEARY ST,6108000,Area 5,Downtown,"(37.7876512994, -122.4055042022)"
440-01100,-,0,Yellow,SS,N,N,SFMTA,ON,0,110,GEARY ST,6108000,Area 5,Downtown,"(37.7877545980, -122.4055433010)"
336-04380,-,0,Red,SS,N,N,SFMTA,ON,0,438,BUSH ST,3430000,Area 5,Downtown,"(37.7906697010, -122.4052572993)"
570-03750,-,0,Yellow,SS,N,N,SFMTA,ON,0,375,MINNA ST,9042000,Area 5,Downtown,"(37.7825711005, -122.4055666027)"
470-10610,-,0,Yellow,SS,N,N,SFMTA,ON,0,1061,HOWARD ST,7045000,Area 2,,"(37.7785194003, -122.4085568019)"
470-10940,-,0,Grey,SS,N,N,SFMTA,ON,0,1094,HOWARD ST,7046000,Area 2,,"(37.7781305023, -122.4093354975)"
568-09530,-,0,Grey,SS,N,N,SFMTA,ON,0,953,MISSION ST,9099000,Area 2,,"(37.7817172975, -122.4076257010)"
568-09680,-,0,Grey,SS,N,N,SFMTA,ON,0,968,MISSION ST,9099000,Area 2,,"(37.7815558006, -122.4080875997)"
502-04250,-,0,Grey,SS,N,N,SFMTA,ON,0,425,JONES ST,7569000,Area 2,,"(37.7855251011, -122.4129936003)"
546-00730,-,0,Grey,SS,N,N,SFMTA,ON,0,73,LEAVENWORTH ST,8238000,Area 2,,"(37.7816080517, -122.4138878916)"
546-02010,-,0,Yellow,SS,N,N,SFMTA,ON,0,201,LEAVENWORTH ST,8240000,Area 2,,"(37.7829288010, -122.4141540022)"
568-10590,-,0,Grey,SS,N,N,SFMTA,ON,0,1059,MISSION ST,9100000,Area 2,,"(37.7798664001, -122.4099746008)"
546-02210,-,0,Grey,SS,N,N,SFMTA,ON,0,221,LEAVENWORTH ST,8240000,Area 2,,"(37.7834691991, -122.4142645986)"
563-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,MCALLISTER ST,8888000,Area 2,,"(37.7810327978, -122.4123804976)"
563-00320,-,0,Grey,SS,N,N,SFMTA,ON,0,32,MCALLISTER ST,8888000,Area 2,,"(37.7810652972, -122.4130930991)"
444-03570,-,0,Yellow,SS,N,N,SFMTA,ON,0,357,GRANT AVE,6388000,Area 5,Downtown,"(37.7903313012, -122.4056177993)"
614-00020,-,0,Yellow,SS,N,N,SFMTA,ON,0,2,POST ST,10624001,Area 5,Downtown,"(37.7891318005, -122.4021943004)"
614-00410,-,0,Yellow,SS,N,N,SFMTA,ON,0,41,POST ST,10624002,Area 5,Downtown,"(37.7888764990, -122.4033669007)"
463-00100,-,0,Grey,SS,Y,N,SFMTA,ON,0,10,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7855694023, -122.3990309981)"
470-08168,470-08160,8,Grey,MS,N,N,SFMTA,ON,0,832,HOWARD ST,7039001,Area 5,Downtown,"(37.7826653019, -122.4035966990)"
400-02320,-,0,Grey,SS,N,N,SFMTA,ON,0,232,EDDY ST,5060000,Area 2,,"(37.7840712991, -122.4120403991)"
470-08690,-,0,Grey,SS,N,N,SFMTA,ON,0,869,HOWARD ST,7039001,Area 5,Downtown,"(37.7819613003, -122.4042007995)"
206-01510,-,0,Grey,SS,N,N,SFMTA,ON,0,151,06TH ST,331000,Area 2,,"(37.7801000026, -122.4074596167)"
206-02310,-,0,Grey,SS,N,N,SFMTA,ON,0,231,06TH ST,333000,Area 2,,"(37.7792091069, -122.4063437171)"
442-02220,-,0,Yellow,SS,N,N,SFMTA,ON,0,222,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818310008, -122.4146507026)"
502-01030,-,0,Grey,SS,N,N,SFMTA,ON,0,103,JONES ST,7564000,Area 2,,"(37.7822190997, -122.4123303012)"
502-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,JONES ST,7564000,Area 2,,"(37.7822457989, -122.4121790023)"
470-10660,-,0,Grey,SS,N,N,SFMTA,ON,0,1066,HOWARD ST,7045000,Area 2,,"(37.7785587002, -122.4087939986)"
